"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"1118","ANDA211601",2022-12-12,2,NA,"TASIMELTEON","CAPSULE;ORAL","TASIMELTEON",1,"TEVA PHARMS USA INC","STANDARD",NA,NA,1
"1119","ANDA211607",2022-12-20,2,NA,"TASIMELTEON","CAPSULE;ORAL","TASIMELTEON",1,"APOTEX","STANDARD",NA,NA,1
"1120","ANDA211654",2023-01-12,2,NA,"TASIMELTEON","CAPSULE;ORAL","TASIMELTEON",1,"MSN","STANDARD",NA,NA,1
"1121","ANDA211297",2020-10-13,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"ENCUBE","STANDARD",NA,NA,1
"1122","ANDA211848",2020-10-13,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"PADAGIS US","STANDARD",NA,NA,1
"1123","ANDA212188",2020-10-21,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"ALEMBIC","STANDARD",NA,NA,1
"1124","ANDA212256",2020-11-25,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"AMNEAL","STANDARD",NA,NA,1
"1125","ANDA211963",2021-02-03,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"CHARTWELL RX","STANDARD",NA,NA,1
"1126","ANDA212168",2021-02-08,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"LUPIN LTD","STANDARD",NA,NA,1
"1127","ANDA212224",2021-02-09,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"CIPLA","STANDARD",NA,NA,1
"1128","ANDA212215",2021-05-07,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"TARO","STANDARD",NA,NA,1
"1129","ANDA212294",2023-04-10,2,NA,"TAVABOROLE","SOLUTION;TOPICAL","TAVABOROLE",1,"ZYDUS LIFESCIENCES","STANDARD",NA,NA,1
"1130","ANDA203153",2018-07-30,2,NA,"TEMSIROLIMUS","SOLUTION;INTRAVENOUS","TEMSIROLIMUS",1,"ACCORD HLTHCARE","",NA,NA,1
"1131","ANDA207383",2019-08-16,2,NA,"TEMSIROLIMUS","SOLUTION;INTRAVENOUS","TEMSIROLIMUS",1,"GLAND PHARMA LTD","STANDARD",NA,NA,1
"1132","ANDA209549",2018-07-27,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",3,"WATSON LABS TEVA","STANDARD",NA,NA,1
"1133","ANDA209700",2018-09-04,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"1134","ANDA209613",2018-09-28,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"AMNEAL PHARMS CO","STANDARD",NA,NA,1
"1135","ANDA209638",2018-10-26,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"AUROBINDO PHARMA","STANDARD",NA,NA,1
"1136","ANDA209601",2018-11-02,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"APOTEX","STANDARD",NA,NA,1
"1137","ANDA209663",2018-11-15,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"GLENMARK PHARMS","STANDARD",NA,NA,1
"1138","ANDA209668",2018-11-30,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1139","ANDA209710",2019-01-03,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"SANDOZ","STANDARD",NA,NA,1
"1140","ANDA209690",2019-01-07,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"1141","ANDA209572",2019-04-19,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"ALEMBIC","STANDARD",NA,NA,1
"1142","ANDA209623",2019-04-24,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"MSN","STANDARD",NA,NA,1
"1143","ANDA209702",2020-02-28,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",3,"MYLAN","STANDARD",NA,NA,1
"1144","ANDA209677",2020-06-17,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"SOLA PHARMS","STANDARD",NA,NA,1
"1145","ANDA209583",2021-09-24,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",3,"BRECKENRIDGE","STANDARD",NA,NA,1
"1146","ANDA209598",2023-03-13,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1147","ANDA209639",2023-03-13,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"BIOCON PHARMA","STANDARD",NA,NA,1
"1148","ANDA209555",2023-05-15,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"NATCO","STANDARD",NA,NA,1
"1149","ANDA209697",2024-04-04,2,NA,"TERIFLUNOMIDE","TABLET;ORAL","TERIFLUNOMIDE",1,"TORRENT","STANDARD",NA,NA,1
"1150","ANDA206129",2015-08-17,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",3,"SUN PHARM","STANDARD",NA,NA,1
"1151","ANDA204574",2016-02-03,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1152","ANDA207682",2017-01-31,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"MYLAN","STANDARD",NA,NA,1
"1153","ANDA206686",2017-07-07,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"ACTAVIS LABS FL INC","STANDARD",NA,NA,1
"1154","ANDA208826",2017-12-18,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"BIONPHARMA","STANDARD",NA,NA,1
"1155","ANDA209284",2018-01-08,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"DR REDDYS","STANDARD",NA,NA,1
"1156","ANDA210544",2018-04-20,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"CHARTWELL RX","STANDARD",NA,NA,1
"1157","ANDA209739",2019-04-08,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",3,"HIKMA","STANDARD",NA,NA,1
"1158","ANDA213316",2020-01-22,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"SLATE RUN PHARMA","STANDARD",NA,NA,1
"1159","ANDA206093",2020-03-17,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",1,"APOTEX","STANDARD",NA,NA,1
"1160","ANDA213621",2020-12-04,2,NA,"TETRABENAZINE","TABLET;ORAL","TETRABENAZINE",3,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"1161","ANDA208390",2018-09-04,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",3,"WATSON LABS INC","STANDARD",NA,NA,1
"1162","ANDA208531",2019-01-23,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",3,"AMNEAL","STANDARD",NA,NA,1
"1163","ANDA208575",2019-01-23,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",1,"HISUN PHARM HANGZHOU","STANDARD",NA,NA,1
"1164","ANDA208508",2020-04-06,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",3,"SUNSHINE","STANDARD",NA,NA,1
"1165","ANDA208596",2020-04-07,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",3,"SIGMAPHARM LABS LLC","STANDARD",NA,NA,1
"1166","ANDA208597",2021-07-09,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",3,"MYLAN","STANDARD",NA,NA,1
"1167","ANDA208567",2023-04-21,2,NA,"TICAGRELOR","TABLET;ORAL","TICAGRELOR",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"1168","ANDA212943",2021-06-01,2,NA,"TOFACITINIB CITRATE","TABLET;ORAL","TOFACITINIB CITRATE",3,"AJANTA PHARMA LTD","STANDARD",NA,NA,1
"1169","ANDA209738",2023-03-13,2,NA,"TOFACITINIB CITRATE","TABLET;ORAL","TOFACITINIB CITRATE",3,"MICRO LABS","STANDARD",NA,NA,1
"1170","ANDA209829",2023-03-14,2,NA,"TOFACITINIB CITRATE","TABLET;ORAL","TOFACITINIB CITRATE",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
"1171","ANDA207605",2020-05-19,2,NA,"TOLVAPTAN","TABLET;ORAL","TOLVAPTAN",1,"APOTEX","STANDARD",NA,NA,1
"1172","ANDA211891",2020-05-19,2,NA,"TOLVAPTAN","TABLET;ORAL","TOLVAPTAN",1,"ALKEM LABS LTD","STANDARD",NA,NA,1
"1173","ANDA205646",2021-07-16,2,NA,"TOLVAPTAN","TABLET;ORAL","TOLVAPTAN",1,"HETERO LABS LTD V","STANDARD",NA,NA,1
"1174","ANDA206119",2022-02-15,2,NA,"TOLVAPTAN","TABLET;ORAL","TOLVAPTAN",1,"ENDO OPERATIONS","STANDARD",NA,NA,1
"1175","ANDA216949",2023-06-21,2,NA,"TOLVAPTAN","TABLET;ORAL","TOLVAPTAN",1,"MSN","STANDARD",NA,NA,1
"1176","ANDA207952",2017-02-13,2,NA,"ULIPRISTAL ACETATE","TABLET;ORAL","LOGILIA",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"1177","ANDA216064",2024-04-05,2,NA,"VALBENAZINE TOSYLATE","CAPSULE;ORAL","VALBENAZINE TOSYLATE",1,"LUPIN LTD","STANDARD",NA,NA,1
"1178","ANDA209822",2019-01-14,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"1179","ANDA211539",2021-01-29,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"DR REDDYS","STANDARD",NA,NA,1
"1180","ANDA215109",2021-09-23,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"DEXCEL","STANDARD",NA,NA,1
"1181","ANDA215707",2022-01-19,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"ZYDUS LIFESCIENCES","STANDARD",NA,NA,1
"1182","ANDA215601",2022-05-10,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"AUROBINDO PHARMA LTD","STANDARD",NA,NA,1
"1183","ANDA210042",2022-06-22,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"AMNEAL PHARMS","STANDARD",NA,NA,1
"1184","ANDA213104",2022-08-29,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"HIKMA","STANDARD",NA,NA,1
"1185","ANDA215519",2023-04-28,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"PROPEL PHARMA","STANDARD",NA,NA,1
"1186","ANDA214749",2023-06-29,2,NA,"VIGABATRIN","TABLET;ORAL","VIGABATRIN",1,"UPSHER SMITH LABS","STANDARD",NA,NA,1
"1187","ANDA208212",2019-09-30,2,NA,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VILAZODONE HYDROCHLORIDE",1,"TEVA PHARMS USA","STANDARD",NA,NA,1
"1188","ANDA208202",2020-01-10,2,NA,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VILAZODONE HYDROCHLORIDE",1,"ALEMBIC","STANDARD",NA,NA,1
"1189","ANDA208200",2021-04-07,2,NA,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VILAZODONE HYDROCHLORIDE",1,"INVAGEN PHARMS","STANDARD",NA,NA,1
"1190","ANDA208209",2021-04-27,2,NA,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VILAZODONE HYDROCHLORIDE",1,"ACCORD HLTHCARE","STANDARD",NA,NA,1
"1191","ANDA208228",2023-07-07,2,NA,"VILAZODONE HYDROCHLORIDE","TABLET;ORAL","VILAZODONE HYDROCHLORIDE",1,"APOTEX","STANDARD",NA,NA,1
"1192","ANDA211146",2024-04-02,2,NA,"VORTIOXETINE HYDROBROMIDE","TABLET;ORAL","VORTIOXETINE HYDROBROMIDE",3,"ZYDUS PHARMS","STANDARD",NA,NA,1
